ru_word,en_word,transcription,example_en,example_ru
обезьяна,monkey,[ˈmʌŋkɪ],"after, we become a monkey;","после мы стали обезьянами и в итоге мы стали тем, чем являемся теперь:"
монополия,monopoly,[məˈnɔpəlɪ],The Kremlin’s Failing Monopoly,Неудачная монополия Кремля
монстр,monster,[ˈmɔnstə],‘I am not a monster’,«Я не монстр»
месяц,month,[mʌnθ],Sitting as vampires eighth month!,Сидим как упыри восьмой месяц!
ежемесячный,monthly,[ˈmʌnθlɪ],Complete monthly General ledger procedures.,Выполните ежемесячные процедуры главной книги.
памятник,monument,[ˈmɔnjumənt],This historical monument attracts tourists.,Этот исторический памятник привлекает туристов.
настроение,mood,[mu:d],"Mood disorders, clinical depression, - schizophrenia.","Расстройства настроения, клиническая депрессия, шизофрения."
луна,moon,[mu:n],The moon struck you daft.,Луна сделала тебя больным на голову.
моральный,moral,[ˈmɔrəl],Moral ambiguity starts to climb.,Моральная неопределенность начинает расти.
мораль,moral,[ˈmɔrəl],Science can answer moral questions,Наука может дать ответ на вопросы морали.
мораль,morality,,"Again, morality is not irrelevant.","Опять же, мораль не имеет значения."
утро,morning,[ˈmɔ:nɪŋ],I've run this morning.,Я бегал этим утром.
ипотечный,mortgage,[ˈmɔ:ɡɪdʒ],"Think Enron, Madoff, the mortgage crisis.","Вспомните ""Энрон"", Мэдоффа, ипотечный кризис."
мечеть,mosque,[mɔsk],The Mosque and Its Enemies,Мечеть и ее враги
мать,mother,[ˈmʌðə],He pissed off his mother.,Он нахамил своей матери.
движение,motion,[ˈməuʃən],It's motion and emotion.,Движение и эмоции.
мотивировать,motivate,[ˈməutɪveɪt],To motivate the employees at all levels;,Мотивировать сотрудников на всех уровнях;
мотивация,motivation,[ˌməutɪˈveɪʃən],For others the motivation is political.,Для других мотивация политическая.
мотив,motive,[ˈməutɪv],An unpaid debt is motive.,Неоплаченный долг - это мотив.
моторный,motor,[ˈməutə],And enjoy your motor oil.,И наслаждайся моторным маслом.
двигатель,motor,[ˈməutə],The motor of the brain.,Двигатель мозга.
мотоцикл,motorcycle,[ˈməutəˈsaɪkl],April Carver rode a motorcycle?,Эйприл Карвер ездит на мотоцикле?
автомобилист,motorist,[ˈməutərɪst],Some people stop to help a stranded motorist and get taken out by a speeding semi.,"Кто-то останавливается помочь попавшему в беду автомобилисту, а какой-то лихач сбивает его."
устанавливать,mount,[maunt],We're gonna mount those plates on posts downwind of the Hill.,Мы установим эти кассеты с подветренной стороны Холма.
гора,mountain,[ˈmauntɪn],In the high mountain passes.,На дороге к высокой горе.
мышь,mouse,[maus],Follow links with mouse gestures,Переход по ссылкам с помощью жестов мышью
рот,mouth,[mauθ],"Ugh, gettin 'the mouth sweats.","Фу, у меня потеет рот."
шаг,move,[mu:v],This was a smart move.,Это был очень разумный шаг.
двигаться,move,[mu:v],The car didn't move.,Машина не двигалась.
движение,movement,[ˈmu:vmənt],How to start a movement,Как создать движение
фильм,movie,[ˈmu:vɪ],I would watch that movie.,Я хотел бы посмотреть этот фильм.
движущийся,moving,[ˈmu:vɪŋ],"Harder to hit a moving target, eh?","Сложнее попасть по движущейся цели, а?"
